,iterationName,gameID,trialNum,trialStartTime,submitTime,clickedTime,confirmTime,totalTrialDuration,PT,RT,cardinality,clicked,correct,score,symbols,symbolsProcess,targetLoc,d1,d2,messageLength,tokenRatio
890,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,6,1639678422186.0,1639678426274.0,1639678429484.0,1639678430364.0,8.178,4.088,4.09,2,2,True,15,[2],1639678424907:2,2,1,3,1,0.5
891,run1,0570-36106972-9069-406c-8f5d-01d437605319,12,1639678417508.0,1639678426399.0,1639678432276.0,1639678433434.0,15.926,8.891,7.035,1,1,True,9,[1],"1639678417637:2,1639678420493:del,1639678421579:1",2,3,2,1,1.0
895,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,15,1639678423212.0,1639678437881.0,1639678445979.0,1639678447081.0,23.869,14.669,9.2,12,12,True,21,[3],1639678437221:3,2,13,11,1,0.08333333333333333
897,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,7,1639678432369.0,1639678443959.0,1639678449775.0,1639678450681.0,18.312,11.59,6.722,7,7,True,18,"[4, 3]","1639678441400:4,1639678442008:3",2,9,8,2,0.2857142857142857
898,run1,0570-36106972-9069-406c-8f5d-01d437605319,13,1639678435436.0,1639678444900.0,1639678463207.0,1639678466783.0,31.347,9.464,21.883,16,16,True,12,"[4, 4, 4, 4]","1639678440238:4,1639678440463:4,1639678440809:4,1639678440963:4",1,14,15,4,0.25
900,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,5,1639678423187.0,1639678446954.0,1639678480163.0,1639678482376.0,59.189,23.767,35.422,14,12,False,9,"[4, 4, 4, 2]","1639678430007:4,1639678435486:4,1639678442191:4,1639678442782:2",1,12,13,4,0.2857142857142857
902,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,7,1639678433832.0,1639678450592.0,1639678463825.0,1639678464818.0,30.986,16.76,14.226,9,9,True,15,"[4, 4, 1]","1639678442358:4,1639678442916:4,1639678443642:1",3,11,10,3,0.3333333333333333
905,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,1,1639678443754.0,1639678454101.0,1639678466182.0,1639678468009.0,24.255,10.347,13.908,14,13,False,0,[4],1639678453355:4,1,13,15,1,0.07142857142857142
906,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,16,1639678449082.0,1639678459977.0,1639678469319.0,1639678470502.0,21.42,10.895,10.525,13,12,False,24,[4],1639678459167:4,2,11,12,1,0.07692307692307693
908,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,8,1639678452687.0,1639678469391.0,1639678477581.0,1639678478347.0,25.66,16.704,8.956,12,12,True,21,"[4, 4, 4]","1639678466714:4,1639678467226:4,1639678467648:4",3,10,11,3,0.25
911,run1,0570-36106972-9069-406c-8f5d-01d437605319,14,1639678468784.0,1639678474427.0,1639678491347.0,1639678492244.0,23.46,5.643,17.817,9,8,False,15,"[4, 4, 1]","1639678469777:4,1639678470045:4,1639678470535:1",2,8,10,3,0.3333333333333333
912,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,2,1639678470016.0,1639678478477.0,1639678484639.0,1639678485970.0,15.954,8.461,7.493,4,4,True,0,[4],1639678477012:4,2,3,5,1,0.25
913,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,17,1639678472508.0,1639678482291.0,1639678486735.0,1639678487744.0,15.236,9.783,5.453,11,12,False,24,[3],1639678481507:3,3,12,10,1,0.09090909090909091
918,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,3,1639678487976.0,1639678493444.0,1639678497478.0,1639678499038.0,11.062,5.468,5.594,3,3,True,3,[3],1639678492687:3,2,2,1,1,0.3333333333333333
920,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,9,1639678480352.0,1639678497354.0,1639678514024.0,1639678514756.0,34.404,17.002,17.402,10,10,True,24,"[4, 4, 2]","1639678494638:4,1639678495095:4,1639678496060:2",2,11,9,3,0.3
921,run1,0570-36106972-9069-406c-8f5d-01d437605319,15,1639678494247.0,1639678497709.0,1639678505024.0,1639678506573.0,12.326,3.462,8.864,3,4,False,15,[3],1639678493881:3,3,5,4,1,0.3333333333333333
923,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,8,1639678466822.0,1639678500133.0,1639678521348.0,1639678522569.0,55.747,33.311,22.436,16,16,True,18,"[4, 4, 4, 4]","1639678483397:4,1639678487096:4,1639678487700:4,1639678487857:4",3,15,14,4,0.25
926,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,18,1639678489747.0,1639678507085.0,1639678509821.0,1639678510757.0,21.01,17.338,3.672,4,4,True,24,[4],1639678495129:4,3,3,2,1,0.25
929,run1,0570-36106972-9069-406c-8f5d-01d437605319,16,1639678508575.0,1639678514427.0,1639678523423.0,1639678524538.0,15.963,5.852,10.111,7,5,False,15,"[3, 3, 1]","1639678509779:3,1639678509977:3,1639678510423:1",2,5,6,3,0.42857142857142855
930,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,6,1639678484378.0,1639678516923.0,1639678526831.0,1639678532279.0,47.901,32.545,15.356,15,14,False,9,"[3, 4, 1, 4, 1, 2]","1639678489167:3,1639678492126:4,1639678495823:1,1639678507943:4,1639678512679:1,1639678513104:2",2,16,14,6,0.4
931,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,4,1639678501039.0,1639678518287.0,1639678527358.0,1639678528592.0,27.553,17.248,10.305,16,14,False,6,[1],1639678517524:1,1,14,15,1,0.0625
933,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,10,1639678516760.0,1639678524347.0,1639678527355.0,1639678528336.0,11.576,7.587,3.989,3,3,True,27,[3],"1639678519171:1,1639678519506:2,1639678522147:del,1639678522564:del,1639678523030:3",2,4,2,1,0.3333333333333333
934,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,19,1639678512759.0,1639678526848.0,1639678531684.0,1639678532735.0,19.976,14.089,5.887,8,8,True,27,[2],1639678525884:2,1,9,7,1,0.125
937,run1,0570-36106972-9069-406c-8f5d-01d437605319,17,1639678526542.0,1639678531382.0,1639678541143.0,1639678543372.0,16.83,4.84,11.99,8,6,False,15,"[4, 4]","1639678527109:4,1639678527259:4",1,6,7,2,0.25
939,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,9,1639678524574.0,1639678533851.0,1639678537163.0,1639678540709.0,16.135,9.277,6.858,3,3,True,21,"[2, 1]","1639678529660:2,1639678531639:1",1,2,4,2,0.6666666666666666
940,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,11,1639678530341.0,1639678535381.0,1639678538812.0,1639678539732.0,9.391,5.04,4.351,1,1,True,30,[1],1639678534273:1,3,3,2,1,1.0
942,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,5,1639678530593.0,1639678543844.0,1639678547784.0,1639678549853.0,19.26,13.251,6.009,2,1,False,6,[2],"1639678540107:2,1639678540868:2,1639678543265:del",2,1,3,1,0.5
943,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,20,1639678534737.0,1639678545851.0,1639678549325.0,1639678550181.0,15.444,11.114,4.33,10,8,False,30,[4],1639678544947:4,3,8,9,1,0.1
947,run1,0570-36106972-9069-406c-8f5d-01d437605319,18,1639678545379.0,1639678552639.0,1639678563927.0,1639678568332.0,22.953,7.26,15.693,14,14,True,15,"[4, 4, 4, 2]","1639678547787:4,1639678547989:4,1639678548337:4,1639678548769:2",2,13,15,4,0.2857142857142857
948,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,12,1639678541734.0,1639678555739.0,1639678567223.0,1639678567980.0,26.246,14.005,12.241,15,15,True,33,"[4, 4, 4, 3]","1639678549404:4,1639678550500:4,1639678552186:4,1639678553760:3",3,13,14,4,0.26666666666666666
950,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,7,1639678534283.0,1639678560643.0,1639678576551.0,1639678578464.0,44.181,26.36,17.821,13,12,False,9,"[1, 3, 2, 4, 3]","1639678539518:1,1639678548750:3,1639678550376:2,1639678553575:4,1639678554359:3",2,12,14,5,0.38461538461538464
951,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,21,1639678552182.0,1639678562280.0,1639678570077.0,1639678573699.0,21.517,10.098,11.419,9,11,False,30,[1],1639678560326:1,3,10,11,1,0.1111111111111111
953,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,6,1639678551854.0,1639678568883.0,1639678585712.0,1639678586749.0,34.895,17.029,17.866,15,15,True,6,"[4, 4, 4, 3]","1639678562360:4,1639678563657:4,1639678566380:4,1639678567256:3",1,16,14,4,0.26666666666666666
954,run1,0570-36106972-9069-406c-8f5d-01d437605319,19,1639678570336.0,1639678573041.0,1639678575499.0,1639678576427.0,6.091,2.705,3.386,2,2,True,18,[2],1639678569233:2,3,3,1,1,0.5
956,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,10,1639678542713.0,1639678576710.0,1639678588321.0,1639678592455.0,49.742,33.997,15.745,13,13,True,24,"[4, 4, 4, 1]","1639678561620:4,1639678562152:4,1639678567296:4,1639678568218:1",2,14,12,4,0.3076923076923077
958,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,22,1639678575704.0,1639678581420.0,1639678584070.0,1639678585019.0,9.315,5.716,3.599,3,3,True,30,[3],1639678579177:3,3,5,4,1,0.3333333333333333
959,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,13,1639678569984.0,1639678582132.0,1639678588485.0,1639678589297.0,19.313,12.148,7.165,9,9,True,36,"[4, 4, 1]","1639678579182:4,1639678579813:4,1639678580642:1",2,8,10,3,0.3333333333333333
960,run1,0570-36106972-9069-406c-8f5d-01d437605319,20,1639678578429.0,1639678584568.0,1639678591734.0,1639678592629.0,14.2,6.139,8.061,12,13,False,21,"[4, 4, 4]","1639678580367:4,1639678580537:4,1639678580689:4",2,14,13,3,0.25
963,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,8,1639678580466.0,1639678596932.0,1639678606687.0,1639678609408.0,28.942,16.466,12.476,11,9,False,9,"[3, 4, 2, 2]","1639678587142:3,1639678591302:4,1639678593174:2,1639678593526:2",3,9,10,4,0.36363636363636365
964,run1,0570-36106972-9069-406c-8f5d-01d437605319,21,1639678594632.0,1639678597717.0,1639678606988.0,1639678607999.0,13.367,3.085,10.282,4,4,True,21,[4],1639678593895:4,3,3,2,1,0.25
966,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,14,1639678591303.0,1639678600501.0,1639678615757.0,1639678616488.0,25.185,9.198,15.987,13,13,True,39,"[4, 4, 4, 1]","1639678597475:4,1639678597997:4,1639678598580:4,1639678599308:1",3,12,11,4,0.3076923076923077
968,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,7,1639678588751.0,1639678603601.0,1639678621440.0,1639678623287.0,34.536,14.85,19.686,13,13,True,9,"[4, 4, 4, 1]","1639678600354:4,1639678601015:4,1639678601732:4,1639678602572:1",3,14,12,4,0.3076923076923077
969,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,23,1639678587022.0,1639678603643.0,1639678608571.0,1639678609556.0,22.534,16.621,5.913,14,15,False,33,[3],1639678602791:3,3,13,15,1,0.07142857142857142
971,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,11,1639678594462.0,1639678611254.0,1639678616530.0,1639678617825.0,23.363,16.792,6.571,11,11,True,27,"[4, 4, 3]","1639678603795:4,1639678603985:4,1639678605887:3",3,12,13,3,0.2727272727272727
972,run1,0570-36106972-9069-406c-8f5d-01d437605319,22,1639678610001.0,1639678613508.0,1639678626415.0,1639678627272.0,17.271,3.507,13.764,6,6,True,24,"[4, 2]","1639678609359:4,1639678609689:2",2,5,7,2,0.3333333333333333
976,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,24,1639678611557.0,1639678622744.0,1639678626858.0,1639678628130.0,16.573,11.187,5.386,6,6,True,33,[3],1639678621877:3,1,7,5,1,0.16666666666666666
977,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,15,1639678618492.0,1639678632647.0,1639678636815.0,1639678637945.0,19.453,14.155,5.298,11,11,True,42,"[4, 4, 3]","1639678627602:4,1639678628606:4,1639678630462:3",3,12,10,3,0.2727272727272727
978,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,8,1639678625289.0,1639678632655.0,1639678638772.0,1639678640847.0,15.558,7.366,8.192,6,6,True,12,"[4, 2]","1639678630836:4,1639678631406:2",1,5,7,2,0.3333333333333333
980,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,12,1639678619826.0,1639678634040.0,1639678636613.0,1639678637697.0,17.871,14.214,3.657,8,8,True,30,"[4, 4]","1639678628024:4,1639678628168:4",2,9,7,2,0.25
982,run1,0570-36106972-9069-406c-8f5d-01d437605319,23,1639678629274.0,1639678636459.0,1639678661818.0,1639678662621.0,33.347,7.185,26.162,15,14,False,27,"[4, 4, 4, 3]","1639678632065:4,1639678632231:4,1639678632369:4,1639678632699:3",3,13,14,4,0.26666666666666666
983,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,25,1639678630136.0,1639678640005.0,1639678655449.0,1639678656298.0,26.162,9.869,16.293,16,16,True,36,[4],1639678639274:4,2,15,14,1,0.0625
985,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,13,1639678639700.0,1639678644556.0,1639678646861.0,1639678647974.0,8.274,4.856,3.418,2,2,True,33,[2],1639678643458:2,3,3,1,1,0.5
988,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,9,1639678611412.0,1639678650436.0,1639678669363.0,1639678671689.0,60.277,39.024,21.253,16,16,True,9,"[2, 3, 4, 4, 3]","1639678631071:2,1639678637119:3,1639678641335:4,1639678645870:4,1639678647287:3",3,15,14,5,0.3125
990,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,9,1639678642850.0,1639678652239.0,1639678655294.0,1639678656605.0,13.755,9.389,4.366,9,9,True,15,"[4, 4, 1]","1639678650359:4,1639678650814:4,1639678651840:1",3,10,8,3,0.3333333333333333
991,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,16,1639678639951.0,1639678654140.0,1639678659411.0,1639678660137.0,20.186,14.189,5.997,8,8,True,45,"[4, 4]","1639678648239:4,1639678648549:4",3,6,7,2,0.25
993,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,14,1639678649979.0,1639678661674.0,1639678665785.0,1639678670084.0,20.105,11.695,8.41,7,7,True,36,"[4, 3]","1639678656009:4,1639678656707:3",1,6,8,2,0.2857142857142857
995,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,26,1639678658303.0,1639678667537.0,1639678671223.0,1639678672165.0,13.862,9.234,4.628,7,7,True,39,[1],1639678666506:1,3,8,9,1,0.14285714285714285
997,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,10,1639678658614.0,1639678669569.0,1639678673485.0,1639678674648.0,16.034,10.955,5.079,12,12,True,18,"[4, 4, 4]","1639678668025:4,1639678668355:4,1639678668716:4",3,11,13,3,0.25
998,run1,0570-36106972-9069-406c-8f5d-01d437605319,24,1639678664624.0,1639678673661.0,1639678699433.0,1639678700247.0,35.623,9.037,26.586,13,13,True,27,"[4, 4, 4, 1]","1639678668247:4,1639678668629:4,1639678668829:4,1639678669745:1",3,12,11,4,0.3076923076923077
1000,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,17,1639678662142.0,1639678674593.0,1639678679201.0,1639678680501.0,18.359,12.451,5.908,5,5,True,48,"[4, 1]","1639678672126:4,1639678672978:1",1,3,4,2,0.4
1001,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,27,1639678674166.0,1639678679102.0,1639678681881.0,1639678683339.0,9.173,4.936,4.237,2,2,True,42,[2],1639678678333:2,1,3,1,1,0.5
1002,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,10,1639678673692.0,1639678679267.0,1639678688784.0,1639678690009.0,16.317,5.575,10.742,2,2,True,12,[2],1639678677343:2,1,3,4,1,0.5
1004,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,15,1639678672090.0,1639678682196.0,1639678684727.0,1639678687081.0,14.991,10.106,4.885,6,6,True,39,"[4, 2]","1639678680431:4,1639678681097:2",2,5,7,2,0.3333333333333333
1005,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,11,1639678676649.0,1639678682244.0,1639678688170.0,1639678690081.0,13.432,5.595,7.837,8,8,True,21,"[4, 4]","1639678681679:4,1639678681894:4",2,7,9,2,0.25
1007,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,18,1639678682507.0,1639678687002.0,1639678690015.0,1639678690759.0,8.252,4.495,3.757,4,4,True,51,[4],1639678685846:4,3,5,6,1,0.25
1011,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,28,1639678685340.0,1639678696101.0,1639678703202.0,1639678704218.0,18.878,10.761,8.117,5,6,False,45,[2],1639678695362:2,1,7,6,1,0.2
1012,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,12,1639678692083.0,1639678699327.0,1639678702137.0,1639678703197.0,11.114,7.244,3.87,10,9,False,24,"[4, 4, 2]","1639678697634:4,1639678697825:4,1639678698355:2",3,11,9,3,0.3
1015,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,16,1639678689082.0,1639678707851.0,1639678710873.0,1639678711801.0,22.719,18.769,3.95,12,12,True,42,"[4, 4, 4]","1639678703968:4,1639678704540:4,1639678705114:4",1,11,10,3,0.25
1016,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,11,1639678692012.0,1639678708203.0,1639678728664.0,1639678730280.0,38.268,16.191,22.077,10,12,False,15,"[4, 4, 2]","1639678698199:3,1639678698703:3,1639678700263:del,1639678700703:del,1639678701655:4,1639678702039:4,1639678704695:2",1,11,12,3,0.3
1017,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,19,1639678692764.0,1639678708372.0,1639678719203.0,1639678720022.0,27.258,15.608,11.65,14,14,True,54,"[4, 4, 4, 2]","1639678702839:4,1639678703320:4,1639678703654:4,1639678705789:2",1,13,12,4,0.2857142857142857
1018,run1,0570-36106972-9069-406c-8f5d-01d437605319,25,1639678702250.0,1639678708909.0,1639678719136.0,1639678719863.0,17.613,6.659,10.954,10,10,True,30,"[4, 4, 2]","1639678704237:4,1639678704548:4,1639678705046:2",1,9,8,3,0.3
1019,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,13,1639678705214.0,1639678710362.0,1639678712548.0,1639678713402.0,8.188,5.148,3.04,1,1,True,24,[1],1639678709832:1,1,3,2,1,1.0
1020,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,29,1639678706225.0,1639678710580.0,1639678713240.0,1639678714070.0,7.845,4.355,3.49,1,1,True,45,[1],1639678709701:1,2,3,2,1,1.0
1025,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,14,1639678715407.0,1639678721859.0,1639678725301.0,1639678726206.0,10.799,6.452,4.347,5,5,True,27,"[4, 1]","1639678720466:4,1639678721312:1",2,4,6,2,0.4
1026,run1,0570-36106972-9069-406c-8f5d-01d437605319,26,1639678721864.0,1639678725931.0,1639678729689.0,1639678730543.0,8.679,4.067,4.612,5,5,True,33,"[4, 1]","1639678721434:4,1639678722032:1",2,6,4,2,0.4
1027,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,20,1639678722023.0,1639678729053.0,1639678734929.0,1639678735822.0,13.799,7.03,6.769,6,6,True,57,"[4, 2]","1639678727457:4,1639678728004:2",2,7,5,2,0.3333333333333333
1029,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,30,1639678716075.0,1639678732971.0,1639678737024.0,1639678738398.0,22.323,16.896,5.427,15,15,True,48,[3],1639678732244:3,3,16,14,1,0.06666666666666667
1031,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,17,1639678713802.0,1639678737553.0,1639678741460.0,1639678742430.0,28.628,23.751,4.877,14,14,True,45,"[4, 4, 4, 2]","1639678731667:4,1639678731861:4,1639678734829:4,1639678736769:2",2,12,13,4,0.2857142857142857
1032,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,12,1639678732282.0,1639678737867.0,1639678742552.0,1639678744440.0,12.158,5.585,6.573,3,3,True,15,[3],1639678735919:3,2,4,5,1,0.3333333333333333
1033,run1,0570-36106972-9069-406c-8f5d-01d437605319,27,1639678732549.0,1639678738594.0,1639678757489.0,1639678758555.0,26.006,6.045,19.961,11,11,True,36,"[4, 4, 3]","1639678733672:4,1639678734034:4,1639678734750:3",2,10,9,3,0.2727272727272727
1034,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,15,1639678728207.0,1639678740482.0,1639678753127.0,1639678754032.0,25.825,12.275,13.55,11,12,False,30,"[3, 4, 4]","1639678737667:3,1639678738733:4,1639678739179:4",3,10,12,3,0.2727272727272727
1037,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,31,1639678740399.0,1639678753092.0,1639678758239.0,1639678759178.0,18.779,12.693,6.086,12,12,True,51,[4],1639678752468:4,3,11,10,1,0.08333333333333333
1038,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,18,1639678744436.0,1639678753505.0,1639678756169.0,1639678757083.0,12.647,9.069,3.578,5,5,True,48,"[4, 1]","1639678750263:4,1639678750880:1",2,4,3,2,0.4
1040,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,13,1639678746442.0,1639678761460.0,1639678769864.0,1639678776728.0,30.286,15.018,15.268,8,9,False,18,"[3, 3, 2]","1639678751967:3,1639678752342:3,1639678753102:2",2,9,7,3,0.375
1041,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,16,1639678756037.0,1639678763423.0,1639678773617.0,1639678774576.0,18.539,7.386,11.153,7,7,True,30,"[4, 3]","1639678762460:4,1639678762836:3",3,9,8,2,0.2857142857142857
1042,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,19,1639678759094.0,1639678763859.0,1639678765905.0,1639678766773.0,7.679,4.765,2.914,1,1,True,51,[1],1639678762360:1,3,2,3,1,1.0
1043,run1,0570-36106972-9069-406c-8f5d-01d437605319,28,1639678760558.0,1639678764947.0,1639678766875.0,1639678768056.0,7.498,4.389,3.109,1,1,True,39,[1],1639678760905:1,2,2,3,1,1.0
1044,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,21,1639678737826.0,1639678765302.0,1639678787266.0,1639678788083.0,50.257,27.476,22.781,16,16,True,60,"[4, 4, 4, 4]","1639678748955:4,1639678750829:4,1639678751455:4,1639678757092:4",1,15,14,4,0.25
1045,run1,6787-c5fd0995-5d20-40d1-97d1-54418cf32e5c,32,1639678761179.0,1639678768989.0,1639678778136.0,1639678779023.0,17.844,7.81,10.034,13,12,False,54,[4],1639678768211:4,1,11,12,1,0.07692307692307693
1047,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,20,1639678768774.0,1639678773399.0,1639678775802.0,1639678776701.0,7.927,4.625,3.302,4,4,True,54,[4],1639678772386:4,1,5,3,1,0.25
1050,run1,0570-36106972-9069-406c-8f5d-01d437605319,29,1639678770057.0,1639678784437.0,1639678795052.0,1639678796288.0,26.231,14.38,11.851,16,16,True,42,"[4, 4, 4, 4]","1639678780065:4,1639678780217:4,1639678780377:4,1639678780538:4",2,14,15,4,0.25
1051,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,14,1639678778731.0,1639678785683.0,1639678793584.0,1639678795361.0,16.63,6.952,9.678,4,4,True,18,[4],1639678783470:4,1,5,3,1,0.25
1053,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,22,1639678790088.0,1639678793436.0,1639678796033.0,1639678796829.0,6.741,3.348,3.393,2,2,True,63,[2],1639678792400:2,3,1,3,1,0.5
1054,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,21,1639678778707.0,1639678793664.0,1639678801956.0,1639678802794.0,24.087,14.957,9.13,10,10,True,57,"[4, 4, 2]","1639678786634:4,1639678786810:4,1639678787821:2",3,11,12,3,0.3
1057,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,17,1639678776585.0,1639678802087.0,1639678831116.0,1639678831960.0,55.375,25.502,29.873,14,16,False,33,"[4, 4, 4, 2]","1639678796415:4,1639678796826:4,1639678800374:4,1639678801190:2",1,16,15,4,0.2857142857142857
1058,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,23,1639678798833.0,1639678804449.0,1639678810136.0,1639678811068.0,12.235,5.616,6.619,7,7,True,66,"[4, 3]","1639678803083:4,1639678803441:3",3,9,8,2,0.2857142857142857
1059,run1,0570-36106972-9069-406c-8f5d-01d437605319,30,1639678798290.0,1639678805171.0,1639678811591.0,1639678812534.0,14.244,6.881,7.363,9,9,True,45,"[3, 3, 3]","1639678801186:3,1639678801339:3,1639678801500:3",3,10,8,3,0.3333333333333333
1060,run1,8032-f7795644-8dcf-491d-8fb8-c547b70ac4fa,15,1639678797363.0,1639678812549.0,1639678822312.0,1639678824849.0,27.486,15.186,12.3,12,12,True,21,"[2, 4, 2, 4]","1639678803046:2,1639678805895:4,1639678806743:4,1639678808343:del,1639678809166:2,1639678811430:4",1,11,10,4,0.3333333333333333
1062,run1,0570-36106972-9069-406c-8f5d-01d437605319,31,1639678814542.0,1639678816943.0,1639678825157.0,1639678826083.0,11.541,2.401,9.14,3,3,True,48,[3],1639678813189:3,2,4,2,1,0.3333333333333333
1063,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,22,1639678804795.0,1639678821204.0,1639678836378.0,1639678838644.0,33.849,16.409,17.44,15,15,True,60,"[4, 4, 4, 3]","1639678816883:4,1639678817886:4,1639678818095:4,1639678820075:3",2,14,16,4,0.26666666666666666
1065,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,24,1639678813072.0,1639678824763.0,1639678836964.0,1639678837872.0,24.8,11.691,13.109,12,12,True,69,"[4, 4, 4]","1639678822885:4,1639678823225:4,1639678823548:4",2,13,11,3,0.25
1067,run1,0570-36106972-9069-406c-8f5d-01d437605319,32,1639678828086.0,1639678832685.0,1639678841392.0,1639678842607.0,14.521,4.599,9.922,7,7,True,51,"[3, 3, 1]","1639678828237:3,1639678828453:3,1639678828887:1",2,8,6,3,0.42857142857142855
1069,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,18,1639678833965.0,1639678838610.0,1639678841518.0,1639678842548.0,8.583,4.645,3.938,4,4,True,33,[4],1639678838037:4,2,6,5,1,0.25
1072,run1,1206-94ecaed5-8d92-4050-a02b-26c6f81b6db6,19,1639678844554.0,1639678849884.0,1639678852323.0,1639678853248.0,8.694,5.33,3.364,3,3,True,36,[3],1639678848317:3,3,4,2,1,0.3333333333333333
1073,run1,0948-bddb1afc-37c2-4275-8772-a8baaac09ef7,25,1639678839876.0,1639678852116.0,1639678869328.0,1639678870288.0,30.412,12.24,18.172,10,10,True,72,"[4, 4, 2]","1639678848719:4,1639678849058:4,1639678849662:2",1,9,8,3,0.3
1074,run1,9813-17be37a6-b93a-4dcb-9dad-3e2d7a185c7f,23,1639678840646.0,1639678853319.0,1639678856032.0,1639678856968.0,16.322,12.673,3.649,9,9,True,63,"[4, 4, 1]","1639678849074:4,1639678849231:4,1639678849922:1",1,8,10,3,0.3333333333333333
